taxonomy [%],,taxa [%],GSP T0,So-Sp T0,Sp T0,So T0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;Albimonas pacifica,Proteobacteria,Albimonas pacifica,0.047996598,0.018792283,0.031079226,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;Amaricoccus sp.,Proteobacteria,Amaricoccus sp.,0.410097512,0.28188424,0.30561239,0.359755366
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;Amaricoccus tamworthensis,Proteobacteria,Amaricoccus tamworthensis,0.001822656,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;Tetracoccus cechii,Proteobacteria,Tetracoccus cechii,0,0.025056377,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cereibacter;Cereibacter changlensis,Proteobacteria,Cereibacter changlensis,0.006075519,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;Defluviimonas sp.,Proteobacteria,Defluviimonas sp.,0.003037759,0,0.018129549,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;Falsirhodobacter sp.,Proteobacteria,Falsirhodobacter sp.,0.01944166,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter;Gemmobacter sp.,Proteobacteria,Gemmobacter sp.,0,0,0.015539613,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limibaculum;Limibaculum sp.,Proteobacteria,Limibaculum sp.,0.050426805,0.037584565,0.010359742,0.077946996
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicella;Oceanicella actignis,Proteobacteria,Oceanicella actignis,0.022479419,0.025056377,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus homiensis,Proteobacteria,Paracoccus homiensis,0.001822656,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus koreensis,Proteobacteria,Paracoccus koreensis,0.023086971,0,0.007769807,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus marcusii,Proteobacteria,Paracoccus marcusii,0.002430207,0.037584565,0.007769807,0.023983691
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus marinus,Proteobacteria,Paracoccus marinus,0,0,0.015539613,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus solventivorans,Proteobacteria,Paracoccus solventivorans,0.003645311,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus sp.,Proteobacteria,Paracoccus sp.,0.328685562,0.369581559,0.049208775,0.059959228
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei,Proteobacteria,Paracoccus yeei,0.034630457,0,0.010359742,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Profundibacterium;Profundibacterium mesophilum,Proteobacteria,Profundibacterium mesophilum,0,0,0.007769807,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;Pseudorhodobacter aquaticus,Proteobacteria,Pseudorhodobacter aquaticus,0,0,0.020719484,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;Pseudorhodobacter sp.,Proteobacteria,Pseudorhodobacter sp.,0,0,0.018129549,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter maris,Proteobacteria,Rhodobacter maris,0.002430207,0,0,0.035975537
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter sp.,Proteobacteria,Rhodobacter sp.,0,0,0.111367227,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter sphaeroides,Proteobacteria,Rhodobacter sphaeroides,0,0,0.036259097,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;Rhodovulum sp.,Proteobacteria,Rhodovulum sp.,0.004860415,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;Rubellimicrobium mesophilum,Proteobacteria,Rubellimicrobium mesophilum,0.007290622,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;Rubellimicrobium roseum,Proteobacteria,Rubellimicrobium roseum,0.0164039,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;Rubellimicrobium sp.,Proteobacteria,Rubellimicrobium sp.,0.410705064,0.570032573,0.077698065,0.233840988
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola;Tabrizicola aquatica,Proteobacteria,Tabrizicola aquatica,0,0,0.012949678,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;Thioclava pacifica,Proteobacteria,Thioclava pacifica,0.020049212,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;Thioclava sp.,Proteobacteria,Thioclava sp.,0,0,0,0.017987768
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum;Telmatospirillum sp.,Proteobacteria,Telmatospirillum sp.,0.001822656,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter aestuarii,Proteobacteria,Altererythrobacter aestuarii,0.02612473,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter dongtanensis,Proteobacteria,Altererythrobacter dongtanensis,0.086879917,0.025056377,0.02330942,0.041971459
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter epoxidivorans,Proteobacteria,Altererythrobacter epoxidivorans,0.001822656,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter sp.,Proteobacteria,Altererythrobacter sp.,1.246696437,0.544976196,0.569785812,0.893392493
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Oculatella atacamensis,Proteobacteria,Oculatella atacamensis,0.012151037,0.025056377,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceicoccus;Croceicoccus naphthovorans,Proteobacteria,Croceicoccus naphthovorans,0,0,0.025899355,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter luteus,Proteobacteria,Erythrobacter luteus,0.023086971,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp.,Proteobacteria,Erythrobacter sp.,0.011543486,0,0.010359742,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Hephaestia;Hephaestia sp.,Proteobacteria,Hephaestia sp.,0.10389137,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium fluoreni,Proteobacteria,Novosphingobium fluoreni,0.003645311,0,0,0.017987768
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium ginsenosidimutans,Proteobacteria,Novosphingobium ginsenosidimutans,0,0,0,0.053963305
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium naphthalenivorans,Proteobacteria,Novosphingobium naphthalenivorans,0.022479419,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium resinovorum,Proteobacteria,Novosphingobium resinovorum,0.391870956,0,0,0.077946996
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp.,Proteobacteria,Novosphingobium sp.,0.504268052,0.100225507,0.258993551,0.125914378
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter;Erythromicrobium ramosum,Proteobacteria,Erythromicrobium ramosum,0.022479419,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter;Porphyrobacter tepidarius,Proteobacteria,Porphyrobacter tepidarius,0.049211701,0,0.095827614,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;Sandaracinobacter sp.,Proteobacteria,Sandaracinobacter sp.,0,0,0.012949678,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingoaurantiacus;Sphingoaurantiacus polygranulatus,Proteobacteria,Sphingoaurantiacus polygranulatus,0,0.043848659,0,0.06595515
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingoaurantiacus;Sphingoaurantiacus sp.,Proteobacteria,Sphingoaurantiacus sp.,0.018834108,0.087697319,0.028489291,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium amiense,Proteobacteria,Sphingobium amiense,0,0,0.007769807,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium herbicidovorans,Proteobacteria,Sphingobium herbicidovorans,0,0,0,0.023983691
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp.,Proteobacteria,Sphingobium sp.,0.032807801,0,0.033669162,0.047967382
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium vermicomposti,Proteobacteria,Sphingobium vermicomposti,0,0.037584565,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium vulgare,Proteobacteria,Sphingobium vulgare,0.004252863,0,0.007769807,0.035975537
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingomonas agrestis,Proteobacteria,Sphingomonas agrestis,0.033415353,0.244299674,0.007769807,0.059959228
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Rhizorhabdus argentea,Proteobacteria,Rhizorhabdus argentea,0.003037759,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Rhizorhabdus dicambivorans,Proteobacteria,Rhizorhabdus dicambivorans,0,0,0.036259097,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas aerophila,Proteobacteria,Sphingomonas aerophila,0.003645311,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas astaxanthinifaciens,Proteobacteria,Sphingomonas astaxanthinifaciens,0.002430207,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas changbaiensis,Proteobacteria,Sphingomonas changbaiensis,0.012151037,0.025056377,0.038849033,0.053963305
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas cynarae,Proteobacteria,Sphingomonas cynarae,0.003037759,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas daechungensis,Proteobacteria,Sphingomonas daechungensis,0.202922324,0.250563768,0.318562068,0.257824679
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas dokdonensis,Proteobacteria,Sphingomonas dokdonensis,0.003037759,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas flava,Proteobacteria,Sphingomonas flava,0.008505726,0.025056377,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas haloaromaticamans,Proteobacteria,Sphingomonas haloaromaticamans,0.001822656,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hankyongensis,Proteobacteria,Sphingomonas hankyongensis,0.004252863,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas humi,Proteobacteria,Sphingomonas humi,0.003037759,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hunanensis,Proteobacteria,Sphingomonas hunanensis,0.010328382,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas jaspsi,Proteobacteria,Sphingomonas jaspsi,0.021264315,0.081433225,0.129496776,0.053963305
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas kaistensis,Proteobacteria,Sphingomonas kaistensis,0.003037759,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas koreensis,Proteobacteria,Sphingomonas koreensis,0.004252863,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas leidyi,Proteobacteria,Sphingomonas leidyi,0,0,0.015539613,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas lutea,Proteobacteria,Sphingomonas lutea,0,0,0.018129549,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas mali,Proteobacteria,Sphingomonas mali,0.043743735,0,0.025899355,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas melonis,Proteobacteria,Sphingomonas melonis,0.020656764,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas mucosissima,Proteobacteria,Sphingomonas mucosissima,0,0,0,0.191869529
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas naasensis,Proteobacteria,Sphingomonas naasensis,0.095993195,0.075169131,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas naphthae,Proteobacteria,Sphingomonas naphthae,0.002430207,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas oryziterrae,Proteobacteria,Sphingomonas oryziterrae,0,0,0.085467872,0.047967382
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas palustris,Proteobacteria,Sphingomonas palustris,0.018226556,0.050112754,0,0.029979614
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas psychrolutea,Proteobacteria,Sphingomonas psychrolutea,0.004860415,0.031320471,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas soli,Proteobacteria,Sphingomonas soli,0.004252863,0,0,0.041971459
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.,Proteobacteria,Sphingomonas sp.,2.806282086,2.837634678,2.343891637,4.053243794
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas turrisvirgatae,Proteobacteria,Sphingomonas turrisvirgatae,0,0,0,0.041971459
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas wittichii,Proteobacteria,Sphingomonas wittichii,0.023086971,0.037584565,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas yunnanensis,Proteobacteria,Sphingomonas yunnanensis,0.013366141,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas zeicaulis,Proteobacteria,Sphingomonas zeicaulis,0.023086971,0.106489602,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis alaskensis,Proteobacteria,Sphingopyxis alaskensis,0.00972083,0,0.088057807,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp.,Proteobacteria,Sphingopyxis sp.,0.003645311,0,0.085467872,0.023983691
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;Sphingosinicella vermicomposti,Proteobacteria,Sphingosinicella vermicomposti,0.015796349,0.062640942,0.007769807,0.029979614
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Alysiosphaera;Alysiosphaera sp.,Proteobacteria,Alysiosphaera sp.,0.187125976,0.175394638,0.282302971,0.347763521
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Alysiosphaera;Halyseosphaera europeae,Proteobacteria,Halyseosphaera europeae,0.001822656,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Arboricoccus;Arboricoccus sp.,Proteobacteria,Arboricoccus sp.,0.009113278,0,0,0.035975537
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Geminicoccus;Geminicoccus sp.,Proteobacteria,Geminicoccus sp.,0.267322823,0.187922826,0.069928259,0.101930687
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;Sulfurifustis sp.,Proteobacteria,Sulfurifustis sp.,0,0,0.010359742,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella kashmirensis,Proteobacteria,Advenella kashmirensis,0.007898174,0.043848659,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella bronchialis,Proteobacteria,Bordetella bronchialis,0.004252863,0.018792283,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Verticiella;Verticiella sp.,Proteobacteria,Verticiella sp.,0.013973693,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Burkholderia gladioli,Proteobacteria,Burkholderia gladioli,0,0,0,0.029979614
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Caballeronia glathei,Proteobacteria,Caballeronia glathei,0,0,0.018129549,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Caballeronia zhejiangensis,Proteobacteria,Caballeronia zhejiangensis,0.003645311,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Paraburkholderia caribensis,Proteobacteria,Paraburkholderia caribensis,0.011543486,0,0.046618839,0.113922533
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Paraburkholderia xenovorans,Proteobacteria,Paraburkholderia xenovorans,0,0,0.015539613,0.029979614
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Trinickia soli,Proteobacteria,Trinickia soli,0.002430207,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus campinensis,Proteobacteria,Cupriavidus campinensis,0.003645311,0.018792283,0.038849033,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus necator,Proteobacteria,Cupriavidus necator,0,0.037584565,0.049208775,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus taiwanensis,Proteobacteria,Cupriavidus taiwanensis,0,0,0.012949678,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;Lautropia sp.,Proteobacteria,Lautropia sp.,0.131838756,0.081433225,0.012949678,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;Limnobacter sp.,Proteobacteria,Limnobacter sp.,0.02612473,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinimonas;Chitinimonas sp.,Proteobacteria,Chitinimonas sp.,0,0,0.007769807,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax facilis,Proteobacteria,Acidovorax facilis,0.004860415,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax konjaci,Proteobacteria,Acidovorax konjaci,0.247881163,0.294412428,0.093237678,0.299796139
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax oryzae,Proteobacteria,Acidovorax oryzae,0.012758589,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp.,Proteobacteria,Acidovorax sp.,0.041313527,0,0.028489291,0.06595515
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;Aquabacterium commune,Proteobacteria,Aquabacterium commune,0,0.093961413,0.020719484,0.023983691
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;Aquabacterium sp.,Proteobacteria,Aquabacterium sp.,0,0,0.018129549,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Azohydromonas;Azohydromonas sp.,Proteobacteria,Azohydromonas sp.,0.021871867,0,0.160576002,0.095934764
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;Caenimonas sp.,Proteobacteria,Caenimonas sp.,0.083842158,0.050112754,0.147626324,0.06595515
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas sp.,Proteobacteria,Comamonas sp.,0.013973693,0.175394638,0.297842584,0.515649358
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga sp.,Proteobacteria,Hydrogenophaga sp.,0,0,0.020719484,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;Ideonella dechloratans,Proteobacteria,Ideonella dechloratans,0,0.081433225,0.056978581,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;Ideonella sp.,Proteobacteria,Ideonella sp.,0.013366141,0,0.069928259,0.047967382
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;Leptothrix sp.,Proteobacteria,Leptothrix sp.,0.018226556,0.018792283,0.020719484,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium;Methylibium sp.,Proteobacteria,Methylibium sp.,0.05528722,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter;Paucibacter toxinivorans,Proteobacteria,Paucibacter toxinivorans,0,0.050112754,0.124316905,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;Pelomonas aquatica,Proteobacteria,Pelomonas aquatica,0.003037759,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;Pelomonas saccharophila,Proteobacteria,Pelomonas saccharophila,0,0,0.038849033,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Piscinibacter;Piscinibacter aquaticus,Proteobacteria,Piscinibacter aquaticus,0,0,0.012949678,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;Polaromonas sp.,Proteobacteria,Polaromonas sp.,0,0,0,0.029979614
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax;Pseudorhodoferax aquiterrae,Proteobacteria,Pseudorhodoferax aquiterrae,0.007290622,0,0,0.023983691
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Ramlibacter sp.,Proteobacteria,Ramlibacter sp.,0.623348218,0.795539965,0.243453938,0.329775752
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;Rhizobacter gummiphilus,Proteobacteria,Rhizobacter gummiphilus,0.060755187,0.231771486,0.069928259,0.06595515
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;Rhizobacter sp.,Proteobacteria,Rhizobacter sp.,0.220541329,0.212979203,0.471368263,0.191869529
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax fermentans,Proteobacteria,Rhodoferax fermentans,0.002430207,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax koreense,Proteobacteria,Rhodoferax koreense,0.0164039,0,0,0.017987768
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax saidenbachensis,Proteobacteria,Rhodoferax saidenbachensis,0,0,0.111367227,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax sp.,Proteobacteria,Rhodoferax sp.,0.002430207,0,0,0
